Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
35,69,53,Black,Rice,37,20,20,20-20
37,63,45,Loamy,Sugarcane,27,26,46,20-20
25,89,64,Loamy,Ground Nuts,34,22,34,20-20
24,45,49,Loamy,Ground Nuts,43,31,29,28-28
35,74,41,Red,Rice,40,25,46,28-28
32,36,35,Red,Maize,40,6,16,MOP
24,45,49,Sandy,Ground Nuts,42,32,28,28-28
32,36,35,Sandy,Cotton,37,16,47,28-28
36,56,57,Loamy,Cotton,1,7,1,Urea
37,43,73,Black,Maize,6,41,32,Urea
27,43,43,Loamy,Sugarcane,40,16,3,DAP
32,73,55,Sandy,Cotton,24,47,48,20-20
38,62,54,Black,Maize,49,41,38,28-28
22,62,25,Sandy,Maize,31,46,24,20-20
27,73,23,Red,Rice,11,47,4,DAP
21,49,37,Loamy,Ground Nuts,10,17,3,DAP
27,82,25,Loamy,Rice,9,35,28,Urea
32,76,45,Black,Ground Nuts,34,38,36,20-20
32,65,56,Loamy,Sugarcane,43,43,7,DAP
20,36,46,Sandy,Sugarcane,3,22,19,Urea
25,61,60,Sandy,Sugarcane,41,11,40,28-28
38,77,30,Red,Maize,1,22,5,Urea
35,32,57,Sandy,Maize,43,32,35,28-28
27,68,35,Black,Rice,27,27,31,20-20
20,58,38,Sandy,Cotton,42,43,4,DAP
35,53,62,Red,Ground Nuts,45,22,39,28-28
28,51,72,Red,Ground Nuts,46,6,19,MOP
32,35,34,Loamy,Sugarcane,13,46,44,20-20
30,77,45,Black,Ground Nuts,43,1,3,DAP
32,53,75,Sandy,Wheat,28,0,38,MOP
29,69,60,Red,Sugarcane,1,3,21,Urea
23,52,75,Sandy,Ground Nuts,33,7,32,MOP
25,83,50,Red,Rice,32,48,30,20-20
26,67,38,Loamy,Ground Nuts,19,28,40,20-20
24,39,76,Red,Maize,46,17,28,28-28
30,45,70,Loamy,Rice,29,36,4,DAP
32,40,43,Black,Rice,41,30,9,DAP
38,61,77,Sandy,Rice,25,5,10,MOP
29,74,28,Sandy,Wheat,19,43,49,20-20
29,35,42,Loamy,Wheat,0,23,36,Urea
30,53,23,Black,Ground Nuts,0,47,21,Urea
26,62,29,Loamy,Sugarcane,24,40,23,20-20
37,82,28,Red,Ground Nuts,32,14,20,20-20
23,80,38,Loamy,Ground Nuts,22,39,35,20-20
21,41,34,Black,Ground Nuts,10,11,15,20-20
33,85,70,Red,Maize,43,45,1,DAP
32,56,53,Sandy,Rice,14,48,14,20-20
31,67,61,Sandy,Cotton,13,13,40,20-20
26,47,38,Sandy,Sugarcane,0,26,48,Urea
21,74,68,Black,Sugarcane,32,36,25,20-20
32,68,71,Black,Rice,5,12,29,Urea
33,84,75,Black,Sugarcane,22,37,1,DAP
36,42,40,Black,Rice,25,45,28,20-20
28,82,53,Black,Sugarcane,2,37,5,Urea
36,69,70,Red,Ground Nuts,45,2,0,DAP
27,59,36,Loamy,Maize,5,15,39,Urea
21,82,37,Sandy,Sugarcane,39,11,10,20-20
32,78,36,Black,Sugarcane,24,13,22,20-20
22,70,21,Sandy,Cotton,46,33,25,28-28
35,81,70,Black,Maize,16,49,30,20-20
25,42,20,Sandy,Ground Nuts,27,30,14,20-20
38,63,62,Loamy,Maize,31,38,8,DAP
26,65,76,Sandy,Maize,28,4,33,MOP
29,59,29,Sandy,Sugarcane,22,11,38,20-20
28,54,56,Black,Wheat,40,25,16,20-20
21,31,67,Red,Sugarcane,15,16,34,20-20
34,65,75,Red,Rice,31,43,35,20-20
24,47,24,Sandy,Cotton,25,10,2,DAP
23,34,75,Red,Maize,32,32,39,20-20
39,48,74,Loamy,Rice,47,40,10,20-20
23,71,31,Loamy,Ground Nuts,18,39,27,20-20
37,47,55,Red,Rice,40,45,47,28-28
23,86,50,Red,Wheat,16,3,27,MOP
36,61,74,Loamy,Maize,37,31,45,28-28
31,50,57,Red,Sugarcane,13,30,18,20-20
36,39,70,Red,Maize,17,10,1,DAP
29,66,28,Black,Cotton,20,16,31,20-20
20,78,63,Black,Maize,45,26,43,28-28
37,51,45,Red,Rice,38,7,10,MOP
37,42,34,Red,Rice,41,20,15,20-20
33,84,35,Black,Sugarcane,47,32,10,20-20
34,46,32,Black,Sugarcane,38,49,2,DAP
31,38,44,Red,Sugarcane,27,4,41,MOP
23,53,49,Black,Ground Nuts,19,31,28,20-20
22,73,72,Loamy,Cotton,5,24,4,Urea
39,43,75,Sandy,Ground Nuts,25,7,27,MOP
31,75,26,Loamy,Ground Nuts,5,26,30,Urea
26,37,76,Black,Ground Nuts,38,25,12,20-20
30,84,74,Loamy,Maize,25,39,24,20-20
20,66,71,Sandy,Wheat,16,28,5,DAP
25,48,23,Black,Maize,39,8,2,DAP
34,57,62,Loamy,Sugarcane,1,17,21,Urea
34,75,59,Loamy,Cotton,20,6,40,MOP
38,70,57,Sandy,Ground Nuts,6,41,38,Urea
30,59,76,Black,Maize,43,20,31,28-28
21,36,49,Red,Rice,19,15,29,20-20
33,88,29,Black,Ground Nuts,2,2,6,Urea
21,87,49,Sandy,Maize,35,31,24,20-20
23,55,58,Sandy,Rice,42,9,1,DAP
36,69,26,Sandy,Maize,43,31,7,DAP
22,75,55,Sandy,Maize,18,7,49,MOP
32,83,54,Red,Ground Nuts,29,31,32,20-20
28,89,43,Black,Maize,10,49,27,20-20
26,75,58,Black,Sugarcane,12,3,9,DAP
34,40,55,Loamy,Rice,32,28,37,20-20
30,43,64,Red,Cotton,37,11,17,20-20
39,50,39,Red,Wheat,47,36,12,20-20
21,37,68,Loamy,Ground Nuts,1,35,20,Urea
34,32,51,Loamy,Rice,45,18,32,28-28
33,57,78,Black,Sugarcane,22,36,22,20-20
39,58,58,Black,Rice,49,46,0,DAP
30,52,68,Black,Cotton,48,30,43,28-28
22,47,45,Red,Ground Nuts,19,43,39,20-20
36,64,45,Red,Rice,49,25,20,20-20
31,42,55,Loamy,Sugarcane,29,44,4,DAP
34,41,62,Sandy,Ground Nuts,14,5,34,MOP
35,76,54,Sandy,Sugarcane,1,28,17,Urea
24,79,62,Sandy,Ground Nuts,29,16,37,20-20
39,34,54,Sandy,Wheat,24,19,35,20-20
25,68,31,Sandy,Cotton,3,41,46,Urea
38,40,52,Black,Wheat,0,45,28,Urea
24,87,55,Loamy,Maize,7,46,25,Urea
22,88,33,Sandy,Sugarcane,13,9,35,MOP
20,40,52,Sandy,Wheat,10,5,37,MOP
25,88,65,Sandy,Sugarcane,23,47,49,20-20
34,76,64,Black,Ground Nuts,23,31,17,20-20
21,71,64,Sandy,Sugarcane,31,1,28,MOP
22,76,43,Loamy,Maize,24,9,30,MOP
36,60,34,Black,Sugarcane,45,36,41,28-28
31,60,50,Black,Ground Nuts,27,26,12,20-20
37,42,36,Red,Ground Nuts,15,40,49,20-20
34,43,31,Red,Wheat,41,18,29,28-28
31,78,41,Black,Cotton,38,40,6,DAP
35,74,42,Sandy,Rice,15,15,39,20-20
27,71,45,Sandy,Wheat,35,19,5,DAP
33,54,33,Sandy,Maize,11,35,1,DAP
36,62,31,Sandy,Rice,11,4,7,DAP
27,62,69,Red,Sugarcane,33,17,9,DAP
34,44,23,Loamy,Wheat,37,7,48,MOP
33,45,78,Black,Rice,19,12,43,20-20
37,73,65,Sandy,Wheat,46,40,42,28-28
39,87,70,Red,Sugarcane,14,9,48,MOP
26,85,32,Loamy,Ground Nuts,21,35,47,20-20
22,67,76,Black,Wheat,15,18,21,20-20
31,35,74,Black,Maize,23,30,9,DAP
22,73,37,Black,Rice,2,35,34,Urea
39,54,62,Sandy,Rice,0,28,18,Urea
33,44,47,Black,Rice,43,44,3,DAP
34,33,57,Sandy,Wheat,46,22,18,20-20
33,85,60,Loamy,Sugarcane,37,31,40,28-28
26,33,63,Red,Wheat,16,48,19,20-20
36,59,38,Red,Wheat,40,10,48,28-28
31,63,65,Red,Ground Nuts,20,1,3,DAP
39,56,66,Black,Rice,44,31,48,28-28
23,60,62,Red,Sugarcane,46,4,25,MOP
28,85,57,Loamy,Cotton,47,30,2,DAP
25,61,65,Sandy,Sugarcane,12,12,29,20-20
35,73,22,Red,Wheat,1,21,35,Urea
21,68,38,Sandy,Maize,1,34,40,Urea
27,81,39,Sandy,Sugarcane,42,18,5,DAP
30,38,44,Red,Rice,24,28,38,20-20
32,70,30,Red,Maize,27,22,26,20-20
36,37,75,Red,Cotton,47,18,15,20-20
27,43,36,Black,Cotton,48,15,46,28-28
37,62,79,Red,Maize,25,30,15,20-20
37,52,78,Black,Cotton,34,15,45,20-20
33,50,68,Loamy,Maize,27,25,35,20-20
34,84,74,Sandy,Wheat,32,2,33,MOP
25,41,54,Loamy,Maize,17,22,38,20-20
30,86,33,Red,Wheat,13,8,23,MOP
32,31,78,Sandy,Rice,40,23,38,28-28
20,42,58,Red,Rice,8,32,5,Urea
25,88,76,Red,Cotton,43,13,19,20-20
28,33,38,Sandy,Ground Nuts,29,27,8,DAP
27,49,22,Loamy,Ground Nuts,2,23,48,Urea
30,79,53,Red,Maize,33,42,20,20-20
38,80,77,Sandy,Wheat,32,49,10,20-20
28,77,68,Loamy,Rice,26,6,47,MOP
36,88,60,Black,Rice,8,37,29,Urea
31,43,41,Loamy,Rice,12,43,0,DAP
33,59,57,Loamy,Cotton,29,24,26,20-20
34,58,75,Sandy,Rice,15,1,47,MOP
35,37,46,Loamy,Ground Nuts,41,44,48,28-28
39,41,40,Black,Sugarcane,25,0,5,DAP
20,70,60,Black,Cotton,4,22,42,Urea
29,67,50,Red,Maize,45,46,6,DAP
27,55,46,Black,Sugarcane,26,39,47,20-20
37,79,56,Red,Cotton,14,17,21,20-20
20,31,21,Black,Cotton,27,46,33,20-20
21,84,73,Loamy,Wheat,2,7,19,Urea
20,69,66,Red,Sugarcane,40,33,44,28-28
20,85,28,Black,Sugarcane,0,42,44,Urea
28,43,38,Loamy,Ground Nuts,0,7,14,Urea
32,35,61,Loamy,Sugarcane,5,28,46,Urea
20,71,55,Red,Rice,10,12,8,DAP
32,69,29,Sandy,Ground Nuts,49,0,17,MOP
39,60,78,Loamy,Rice,45,28,45,28-28
26,46,59,Loamy,Ground Nuts,15,49,45,20-20
21,54,73,Sandy,Maize,32,36,35,20-20
25,61,64,Red,Ground Nuts,23,0,45,MOP
26,41,58,Black,Maize,31,43,41,20-20
33,78,26,Black,Ground Nuts,9,4,29,Urea
37,42,23,Loamy,Maize,24,47,10,20-20
34,48,34,Sandy,Rice,9,49,32,Urea
21,73,31,Loamy,Ground Nuts,12,1,45,MOP
29,77,67,Red,Wheat,0,46,39,Urea
31,54,25,Loamy,Ground Nuts,34,21,5,DAP
36,60,79,Black,Maize,13,29,42,20-20
27,88,28,Sandy,Cotton,20,10,45,20-20
30,66,54,Red,Rice,47,28,38,28-28
22,54,27,Loamy,Wheat,37,41,21,28-28
25,45,26,Black,Cotton,0,2,38,Urea
28,86,23,Loamy,Cotton,19,44,18,20-20
25,67,77,Black,Rice,4,12,21,Urea
28,72,32,Sandy,Ground Nuts,39,2,30,MOP
26,78,38,Red,Sugarcane,43,9,41,MOP
28,87,26,Loamy,Wheat,31,3,24,MOP
37,52,29,Red,Ground Nuts,0,13,40,Urea
31,43,44,Sandy,Rice,44,22,49,28-28
27,35,63,Black,Sugarcane,40,16,48,28-28
27,54,77,Sandy,Rice,39,0,29,MOP
37,52,54,Sandy,Rice,44,14,44,28-28
39,89,77,Red,Cotton,1,1,3,Urea
34,72,44,Sandy,Ground Nuts,30,17,25,20-20
26,41,48,Loamy,Rice,46,38,6,DAP
30,42,75,Black,Ground Nuts,45,21,39,28-28
39,65,31,Sandy,Sugarcane,25,27,47,20-20
35,68,70,Loamy,Cotton,8,29,11,Urea
23,63,66,Black,Sugarcane,29,12,0,DAP
25,35,59,Red,Sugarcane,45,2,5,DAP
22,67,31,Black,Cotton,7,2,0,Urea
28,79,71,Red,Ground Nuts,4,44,7,Urea
29,81,25,Black,Sugarcane,38,25,43,28-28
33,69,79,Sandy,Maize,3,3,47,Urea
30,37,29,Red,Ground Nuts,39,15,32,28-28
37,37,21,Red,Rice,35,27,3,DAP
31,69,75,Red,Cotton,20,7,49,MOP
31,62,64,Sandy,Cotton,32,39,39,20-20
32,63,44,Sandy,Ground Nuts,25,15,5,DAP
32,73,26,Black,Maize,39,30,44,28-28
38,44,59,Black,Maize,38,22,2,DAP
38,65,42,Sandy,Maize,10,1,14,MOP
33,89,67,Sandy,Maize,20,8,5,DAP
23,86,30,Red,Wheat,47,26,5,DAP
32,64,77,Black,Cotton,21,44,36,20-20
27,75,55,Black,Sugarcane,48,21,26,28-28
38,51,68,Red,Cotton,36,43,41,28-28
31,52,67,Red,Cotton,6,33,40,Urea
37,69,70,Red,Cotton,41,8,45,MOP
25,74,42,Loamy,Maize,12,32,4,DAP
37,84,78,Loamy,Maize,19,37,38,20-20
38,80,62,Sandy,Wheat,14,33,16,20-20
24,51,26,Black,Ground Nuts,37,34,22,28-28
28,34,46,Red,Cotton,33,46,16,20-20
22,60,32,Red,Rice,35,25,40,20-20
29,42,70,Black,Ground Nuts,45,6,22,MOP
38,57,36,Loamy,Wheat,24,44,38,20-20
22,87,51,Black,Maize,28,47,32,20-20
34,49,45,Sandy,Cotton,46,44,1,DAP
20,62,76,Loamy,Maize,27,26,9,DAP
26,45,79,Black,Ground Nuts,13,11,18,20-20
31,58,41,Black,Sugarcane,3,16,39,Urea
36,52,32,Sandy,Maize,37,20,8,DAP
39,53,31,Black,Maize,6,42,14,Urea
24,63,26,Loamy,Wheat,12,21,42,20-20
23,36,20,Red,Sugarcane,16,25,23,20-20
31,67,52,Red,Ground Nuts,28,38,11,20-20
39,66,71,Red,Rice,16,12,21,20-20
37,33,74,Loamy,Rice,35,41,17,20-20
36,63,33,Black,Rice,18,41,1,DAP
38,71,78,Black,Cotton,25,44,14,20-20
28,51,66,Black,Rice,44,22,41,28-28
23,34,62,Black,Cotton,8,29,38,Urea
21,79,75,Red,Ground Nuts,1,16,8,Urea
23,71,77,Loamy,Ground Nuts,19,26,21,20-20
21,52,60,Sandy,Maize,22,19,16,20-20
34,83,36,Loamy,Rice,17,6,13,MOP
21,89,23,Black,Wheat,25,3,30,MOP
23,44,71,Black,Ground Nuts,24,48,40,20-20
25,60,70,Loamy,Sugarcane,16,30,6,DAP
26,88,58,Loamy,Sugarcane,38,29,46,28-28
29,38,20,Red,Ground Nuts,48,30,34,28-28
38,72,60,Black,Maize,9,3,33,Urea
38,87,64,Loamy,Sugarcane,24,17,2,DAP
31,82,43,Black,Sugarcane,45,19,1,DAP
22,54,53,Loamy,Maize,27,39,44,20-20
32,54,53,Black,Maize,25,39,26,20-20
37,78,43,Loamy,Maize,11,47,44,20-20
27,50,78,Black,Wheat,43,46,1,DAP
34,38,34,Sandy,Maize,48,49,40,28-28
20,84,36,Red,Maize,18,22,4,DAP
22,77,32,Sandy,Maize,22,37,20,20-20
27,67,26,Red,Ground Nuts,13,8,6,DAP
23,51,28,Red,Rice,16,15,24,20-20
35,72,63,Loamy,Ground Nuts,14,20,44,20-20
29,52,54,Sandy,Rice,20,8,0,DAP
31,78,42,Red,Wheat,37,24,8,DAP
33,33,73,Black,Wheat,29,48,1,DAP
33,58,66,Loamy,Sugarcane,18,35,2,DAP
21,44,58,Loamy,Ground Nuts,31,46,43,20-20
24,30,42,Black,Rice,28,42,36,20-20
24,83,45,Black,Wheat,21,13,43,20-20
25,59,20,Red,Wheat,19,16,3,DAP
32,58,33,Black,Ground Nuts,37,27,20,20-20
28,49,51,Loamy,Sugarcane,37,44,25,28-28
34,62,70,Black,Maize,35,40,43,20-20
33,70,67,Sandy,Cotton,0,47,36,Urea
26,73,29,Loamy,Sugarcane,18,7,13,MOP
39,65,20,Black,Cotton,42,13,45,28-28
21,89,24,Loamy,Sugarcane,25,14,9,DAP
26,51,22,Red,Sugarcane,6,38,25,Urea
25,42,68,Sandy,Maize,33,24,9,DAP
36,36,69,Red,Wheat,35,10,36,20-20
21,37,77,Sandy,Rice,5,28,17,Urea
22,57,72,Black,Sugarcane,36,2,26,MOP
24,74,46,Loamy,Maize,21,38,16,20-20
24,72,70,Black,Cotton,8,21,9,Urea
20,38,73,Red,Ground Nuts,42,36,10,20-20
27,54,76,Loamy,Ground Nuts,28,40,46,20-20
31,85,41,Black,Wheat,49,19,23,28-28
23,45,37,Black,Ground Nuts,16,18,18,20-20
32,39,35,Loamy,Sugarcane,12,12,43,20-20
34,40,21,Loamy,Cotton,16,26,15,20-20
30,60,66,Red,Sugarcane,9,18,22,Urea
29,41,32,Sandy,Ground Nuts,24,15,11,20-20
22,89,64,Sandy,Rice,17,1,18,MOP
33,60,35,Loamy,Ground Nuts,48,0,24,MOP
35,43,27,Sandy,Rice,43,2,2,DAP
29,80,62,Red,Ground Nuts,14,23,12,20-20
29,73,27,Sandy,Wheat,26,43,20,20-20
31,61,73,Loamy,Cotton,18,37,21,20-20
28,79,29,Red,Rice,14,1,46,MOP
20,82,74,Loamy,Maize,44,15,28,28-28
24,46,52,Red,Wheat,6,28,48,Urea
39,64,50,Red,Sugarcane,42,36,42,28-28
27,30,31,Loamy,Ground Nuts,39,43,24,28-28
30,58,28,Black,Cotton,15,3,22,MOP
31,80,56,Loamy,Cotton,23,13,11,20-20
20,33,28,Red,Ground Nuts,22,16,48,20-20
39,52,67,Loamy,Maize,10,43,22,20-20
30,57,37,Loamy,Rice,23,44,4,DAP
24,45,49,Red,Ground Nuts,4,16,28,Urea
34,41,51,Sandy,Cotton,38,19,4,DAP
24,82,59,Red,Maize,47,46,38,28-28
31,50,42,Loamy,Maize,29,28,34,20-20
24,74,30,Red,Sugarcane,15,40,34,20-20
36,46,39,Red,Maize,19,25,16,20-20
36,69,38,Sandy,Wheat,28,41,29,20-20
31,42,55,Black,Cotton,16,37,1,DAP
34,81,71,Loamy,Wheat,18,16,14,20-20
34,87,45,Loamy,Maize,25,11,22,20-20
25,61,29,Sandy,Maize,14,27,41,20-20
31,66,43,Red,Wheat,24,8,25,MOP
39,79,32,Black,Sugarcane,14,31,10,20-20
37,44,71,Loamy,Maize,19,33,23,20-20
33,41,65,Black,Wheat,29,15,8,DAP
21,78,72,Black,Wheat,20,47,13,20-20
28,86,53,Red,Cotton,46,30,23,28-28
24,44,48,Red,Sugarcane,34,26,6,DAP
39,63,55,Red,Rice,43,28,9,DAP
20,35,26,Loamy,Wheat,5,0,32,Urea
22,46,70,Black,Cotton,36,26,32,28-28
25,77,49,Black,Rice,10,31,45,20-20
24,78,36,Loamy,Cotton,22,10,26,20-20
24,86,67,Sandy,Cotton,43,34,7,DAP
20,49,32,Red,Ground Nuts,38,1,13,MOP
36,38,75,Loamy,Sugarcane,8,45,6,Urea
38,88,43,Red,Maize,17,0,17,MOP
33,34,73,Black,Sugarcane,45,5,25,MOP
31,52,74,Loamy,Rice,35,6,40,MOP
29,62,50,Sandy,Ground Nuts,39,1,14,MOP
39,67,77,Red,Sugarcane,47,1,32,MOP
37,85,46,Black,Maize,35,46,10,20-20
30,43,69,Black,Sugarcane,27,4,18,MOP
21,46,40,Sandy,Sugarcane,18,12,41,20-20
37,86,63,Sandy,Sugarcane,29,18,17,20-20
26,48,74,Red,Wheat,37,18,21,28-28
34,62,76,Black,Wheat,14,46,35,20-20
30,30,20,Sandy,Sugarcane,43,0,17,MOP
37,42,34,Loamy,Maize,11,34,17,20-20
31,75,22,Sandy,Maize,1,17,21,Urea
25,56,25,Loamy,Maize,8,48,24,Urea
39,35,33,Black,Maize,34,31,43,20-20
32,88,74,Red,Ground Nuts,0,31,30,Urea
39,35,57,Black,Ground Nuts,45,7,8,DAP
35,62,52,Black,Cotton,30,10,49,20-20
37,59,71,Black,Sugarcane,27,19,37,20-20
29,75,57,Black,Sugarcane,44,7,18,MOP
27,64,27,Red,Cotton,36,27,24,28-28
37,52,45,Sandy,Maize,6,20,14,Urea
20,39,34,Red,Rice,45,37,4,DAP
27,80,33,Red,Rice,15,37,10,20-20
25,48,67,Red,Cotton,49,5,12,MOP
24,80,39,Red,Rice,13,1,33,MOP
34,57,74,Sandy,Wheat,32,9,7,DAP
34,52,67,Black,Sugarcane,5,41,24,Urea
21,33,78,Sandy,Rice,20,8,26,MOP
20,49,38,Sandy,Ground Nuts,9,2,10,Urea
30,48,75,Black,Ground Nuts,31,1,17,MOP
29,71,52,Sandy,Wheat,5,35,9,Urea
37,56,55,Red,Sugarcane,1,7,32,Urea
37,86,43,Red,Wheat,38,8,35,MOP
36,63,29,Black,Sugarcane,48,25,16,20-20
27,33,71,Black,Sugarcane,26,33,48,20-20
34,85,69,Black,Rice,13,47,4,DAP
27,67,53,Red,Ground Nuts,22,29,22,20-20
36,36,55,Black,Cotton,38,37,2,DAP
31,77,66,Sandy,Rice,20,7,38,MOP
27,36,55,Sandy,Maize,40,2,36,MOP
33,79,35,Loamy,Wheat,29,10,9,DAP
23,81,34,Loamy,Maize,24,24,26,20-20
20,55,37,Black,Sugarcane,23,4,6,DAP
20,55,26,Loamy,Rice,10,11,48,20-20
38,83,66,Red,Maize,34,29,28,20-20
35,48,41,Red,Maize,3,26,48,Urea
33,38,51,Sandy,Ground Nuts,36,42,38,28-28
35,49,62,Sandy,Maize,35,4,5,DAP
24,71,38,Loamy,Ground Nuts,12,19,8,DAP
28,74,59,Loamy,Ground Nuts,8,20,7,Urea
21,79,75,Red,Sugarcane,27,2,13,MOP
37,45,20,Sandy,Ground Nuts,45,40,37,28-28
25,83,54,Loamy,Sugarcane,15,49,8,DAP
28,46,24,Red,Ground Nuts,5,43,10,Urea
20,51,69,Sandy,Ground Nuts,26,3,10,MOP
28,42,31,Red,Sugarcane,9,23,39,Urea
35,41,31,Red,Maize,22,6,34,MOP
32,39,40,Sandy,Wheat,20,23,10,20-20
28,30,78,Red,Rice,25,10,35,20-20
32,61,77,Loamy,Rice,44,1,2,DAP
28,59,38,Red,Sugarcane,2,43,44,Urea
30,37,28,Loamy,Maize,42,40,18,20-20
23,50,62,Black,Wheat,34,5,7,DAP
21,51,68,Black,Cotton,6,6,27,Urea
25,47,67,Black,Sugarcane,26,37,0,DAP
33,31,55,Red,Cotton,41,17,39,28-28
23,77,61,Black,Rice,32,44,29,20-20
25,73,73,Black,Rice,3,8,40,Urea
38,38,66,Red,Wheat,25,27,37,20-20
25,32,76,Sandy,Wheat,7,18,10,Urea
21,83,70,Red,Cotton,19,3,28,MOP
37,55,51,Loamy,Rice,16,3,30,MOP
32,50,54,Red,Wheat,4,12,9,Urea
28,59,50,Sandy,Wheat,48,27,34,28-28
38,57,79,Black,Rice,8,10,39,Urea
32,65,72,Red,Rice,7,1,28,Urea
30,55,74,Black,Maize,6,5,36,Urea
20,63,51,Loamy,Ground Nuts,36,11,1,DAP
26,37,56,Sandy,Wheat,35,39,47,20-20
34,39,51,Black,Cotton,2,36,0,Urea
20,77,62,Black,Sugarcane,7,23,31,Urea
31,84,75,Black,Sugarcane,4,8,23,Urea
26,72,56,Black,Rice,4,25,1,Urea
34,79,58,Red,Ground Nuts,16,3,2,DAP
38,83,57,Sandy,Cotton,46,40,8,DAP
20,43,49,Sandy,Maize,26,43,48,20-20
36,69,77,Black,Wheat,39,3,23,MOP
36,84,51,Sandy,Maize,38,48,11,20-20
22,44,64,Black,Cotton,48,33,33,28-28
31,46,21,Loamy,Maize,11,21,33,20-20
25,82,70,Loamy,Rice,27,12,22,20-20
30,47,30,Loamy,Sugarcane,3,14,18,Urea
22,61,78,Sandy,Rice,27,39,31,20-20
27,67,39,Black,Wheat,24,37,48,20-20
33,52,56,Red,Rice,49,40,27,28-28
33,75,28,Red,Cotton,35,42,25,20-20
29,52,57,Loamy,Cotton,41,43,48,28-28
21,64,68,Loamy,Wheat,2,1,44,Urea
33,68,38,Sandy,Wheat,30,1,11,MOP
28,44,74,Red,Sugarcane,36,42,42,28-28
22,82,59,Sandy,Maize,11,7,30,MOP
27,53,26,Loamy,Sugarcane,36,37,10,20-20
35,57,24,Black,Rice,36,17,39,28-28
21,45,66,Black,Maize,3,28,49,Urea
25,45,61,Black,Wheat,29,10,3,DAP
31,69,43,Loamy,Cotton,37,5,17,MOP
24,68,67,Sandy,Rice,41,8,28,MOP
21,35,60,Black,Sugarcane,37,21,46,28-28
35,31,26,Red,Ground Nuts,26,45,38,20-20
24,83,30,Red,Ground Nuts,21,24,46,20-20
34,42,28,Loamy,Wheat,0,30,30,Urea
31,73,68,Red,Maize,47,20,27,28-28
23,76,49,Red,Ground Nuts,42,37,26,28-28
34,88,60,Loamy,Maize,37,18,29,28-28
30,38,22,Sandy,Cotton,19,9,48,MOP
35,63,41,Black,Wheat,17,45,41,20-20
25,46,59,Loamy,Wheat,5,36,10,Urea
33,56,70,Red,Rice,48,11,13,20-20
37,58,39,Black,Rice,11,18,3,DAP
31,66,51,Black,Maize,16,1,35,MOP
30,72,67,Black,Ground Nuts,21,14,0,DAP
32,51,26,Loamy,Ground Nuts,17,37,43,20-20
30,80,79,Black,Sugarcane,9,7,38,Urea
35,53,26,Sandy,Maize,23,45,36,20-20
34,36,39,Red,Ground Nuts,19,34,32,20-20
34,63,44,Loamy,Rice,11,37,20,20-20
23,77,64,Loamy,Rice,3,42,23,Urea
30,41,54,Black,Rice,41,29,39,28-28
38,52,63,Red,Maize,4,8,49,Urea
34,44,43,Black,Wheat,25,29,12,20-20
23,62,59,Black,Sugarcane,35,48,48,20-20
32,86,32,Loamy,Sugarcane,15,18,33,20-20
38,42,71,Sandy,Rice,4,28,37,Urea
21,52,67,Red,Cotton,25,1,28,MOP
33,67,58,Red,Maize,18,27,35,20-20
23,61,23,Red,Ground Nuts,5,7,39,Urea
35,74,31,Red,Ground Nuts,23,24,46,20-20
39,79,36,Sandy,Wheat,30,9,4,DAP
33,64,20,Loamy,Rice,30,21,19,20-20
34,30,36,Sandy,Cotton,6,34,28,Urea
22,76,21,Black,Rice,9,41,10,Urea
27,87,25,Loamy,Cotton,38,23,7,DAP
35,74,63,Sandy,Sugarcane,21,25,27,20-20
29,34,77,Red,Cotton,13,30,48,20-20
23,86,30,Red,Sugarcane,27,22,40,20-20
37,42,72,Loamy,Sugarcane,41,1,17,MOP
21,83,62,Sandy,Maize,21,38,29,20-20
36,34,37,Loamy,Cotton,31,32,13,20-20
32,89,59,Red,Wheat,10,23,8,DAP
23,61,44,Sandy,Wheat,13,11,9,DAP
30,80,58,Red,Cotton,30,36,24,20-20
26,50,47,Loamy,Maize,43,8,26,MOP
31,53,65,Loamy,Wheat,3,43,1,Urea
29,89,35,Loamy,Rice,44,42,2,DAP
26,47,31,Loamy,Wheat,21,43,28,20-20
32,50,60,Loamy,Maize,28,2,36,MOP
26,83,71,Black,Sugarcane,34,43,26,20-20
36,39,48,Loamy,Sugarcane,12,22,3,DAP
29,53,42,Loamy,Sugarcane,19,23,34,20-20
29,69,40,Red,Maize,18,32,26,20-20
23,76,35,Loamy,Sugarcane,14,29,18,20-20
39,50,72,Sandy,Sugarcane,25,37,9,DAP
23,54,70,Loamy,Maize,19,42,25,20-20
26,81,67,Black,Rice,35,1,6,DAP
20,89,60,Loamy,Wheat,5,39,26,Urea
31,86,64,Red,Maize,14,21,29,20-20
32,88,45,Sandy,Maize,3,10,11,Urea
29,52,56,Sandy,Cotton,5,11,39,Urea
34,51,41,Loamy,Sugarcane,1,18,4,Urea
32,33,70,Loamy,Ground Nuts,35,19,12,20-20
28,63,29,Loamy,Rice,49,8,40,MOP
28,85,26,Loamy,Ground Nuts,14,42,3,DAP
34,35,28,Red,Cotton,11,17,1,DAP
29,57,44,Red,Rice,39,40,36,28-28
29,60,65,Sandy,Sugarcane,43,46,33,28-28
27,64,34,Loamy,Ground Nuts,40,17,49,28-28
35,68,32,Red,Sugarcane,6,39,5,Urea
